Origin country (code),Origin country (name),Host country (code),Host country (name),Profession,Year from,Year to,Establishment,Type of decision,Pos/Neg/Neutral,Total,Recognition,Qualification/Training,Qualification level,Isco code 1,Isco label 1
BG,Bulgaria,DE,Germany,Veterinary Surgeon,2015,2015,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,,,2250,Veterinarians
BG,Bulgaria,DE,Germany,Midwife,2015,2015,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,Midwife training (Article 40 of Directive 2005/36/EC),,2222,Midwifery professionals
BG,Bulgaria,DE,Germany,Nurse,2015,2015,Yes,Positive Automatic General System (no compensation measures imposed),+,18,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
BG,Bulgaria,DE,Germany,Veterinary Surgeon,2017,2017,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,,,2250,Veterinarians
BG,Bulgaria,DE,Germany,Doctor of Medicine,2016,2016,Yes,Positive Automatic General System (no compensation measures imposed),+,72,Sectoral professions Annex V - automatic recognition,Basic medical training (Article 24),,221,Medical doctors
BG,Bulgaria,DE,Germany,Nurse,2017,2017,Yes,Positive Automatic General System (no compensation measures imposed),+,15,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
BG,Bulgaria,DE,Germany,Medical/Biomedical  laboratory technician,2017,2017,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,,,3212,Medical and pathology laboratory technicians 
BG,Bulgaria,DE,Germany,Physiotherapist,2017,2017,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,,,2264,Physiotherapists 
BG,Bulgaria,DE,Germany,Dental Practitioner,2017,2017,Yes,Positive Automatic General System (no compensation measures imposed),+,6,Sectoral professions Annex V - automatic recognition,Basic dental training (Article 34 of Directive 2005/36/EC),,2261,Dentists
BG,Bulgaria,DE,Germany,Secondary school teacher,2016,2016,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
BG,Bulgaria,DE,Germany,Doctor of Medicine,2015,2015,Yes,Positive Automatic General System (no compensation measures imposed),+,84,Sectoral professions Annex V - automatic recognition,Basic medical training (Article 24),,221,Medical doctors
BG,Bulgaria,DE,Germany,Veterinary Surgeon,2016,2016,Yes,Positive Automatic General System (no compensation measures imposed),+,6,Sectoral professions Annex V - automatic recognition,,,2250,Veterinarians
BG,Bulgaria,DE,Germany,Dental Practitioner,2016,2016,Yes,Positive Automatic General System (no compensation measures imposed),+,12,Sectoral professions Annex V - automatic recognition,Basic dental training (Article 34 of Directive 2005/36/EC),,2261,Dentists
BG,Bulgaria,DE,Germany,Midwife,2016,2016,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,Midwife training (Article 40 of Directive 2005/36/EC),,2222,Midwifery professionals
BG,Bulgaria,DE,Germany,Nurse,2016,2016,Yes,Positive Automatic General System (no compensation measures imposed),+,21,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
BG,Bulgaria,DE,Germany,Engineer,2016,2016,Yes,Positive Automatic General System (no compensation measures imposed),+,54,Sectoral professions Annex V - automatic recognition,,,214,Engineering professionals (excluding electrotechnology)
BG,Bulgaria,DE,Germany,Midwife,2017,2017,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,Midwife training (Article 40 of Directive 2005/36/EC),,2222,Midwifery professionals
BG,Bulgaria,DE,Germany,Pharmacist,2016,2016,Yes,Positive Automatic General System (no compensation measures imposed),+,6,Sectoral professions Annex V - automatic recognition,Pharmacist training (Article 44 of Directive 2005/36/EC),,2262,Pharmacists
BG,Bulgaria,DE,Germany,Physiotherapist,2016,2016,Yes,Positive Automatic General System (no compensation measures imposed),+,12,Sectoral professions Annex V - automatic recognition,,,2264,Physiotherapists 
BG,Bulgaria,DE,Germany,Engineer,2017,2017,Yes,Positive Automatic General System (no compensation measures imposed),+,57,Sectoral professions Annex V - automatic recognition,,,214,Engineering professionals (excluding electrotechnology)
BG,Bulgaria,DE,Germany,Nurse,2011,2011,Yes,Positive Automatic General System (no compensation measures imposed),+,7,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
BG,Bulgaria,DE,Germany,Nurse,2012,2012,Yes,Positive Automatic General System (no compensation measures imposed),+,1,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
BG,Bulgaria,DE,Germany,Nursing Assistants and Health Care Assistants,2011,2011,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,,,,
BG,Bulgaria,DE,Germany,Physiotherapist,2012,2012,Yes,Positive Automatic General System (no compensation measures imposed),+,4,Sectoral professions Annex V - automatic recognition,,,2264,Physiotherapists 
BG,Bulgaria,DE,Germany,Electrician / Senior electrician /Specialised electrician,2011,2011,Yes,Positive Automatic General System (no compensation measures imposed),+,2,Sectoral professions Annex V - automatic recognition,,,7411,Building and related electricians
BG,Bulgaria,DE,Germany,Air conditioning technician/Heating/Central heating technician/installer/repairer/Maintenance-Installation of ventilation equipment,2011,2011,Yes,Positive Automatic General System (no compensation measures imposed),+,1,Sectoral professions Annex V - automatic recognition,,,7127,Air conditioning and refrigeration mechanics
BG,Bulgaria,DE,Germany,Hairdresser / Barber /Wig-maker,2011,2011,Yes,Positive Automatic General System (no compensation measures imposed),+,1,Sectoral professions Annex V - automatic recognition,,,5141,Hairdressers
BG,Bulgaria,DE,Germany,Nursing Assistants and Health Care Assistants,2012,2012,Yes,Positive Automatic General System (no compensation measures imposed),+,2,Sectoral professions Annex V - automatic recognition,,,,
BG,Bulgaria,DE,Germany,Child care worker,2011,2011,Yes,Positive Automatic General System (no compensation measures imposed),+,1,Sectoral professions Annex V - automatic recognition,,,5311,Child care workers
BG,Bulgaria,DE,Germany,Engineer,2010,2010,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,,,214,Engineering professionals (excluding electrotechnology)
BG,Bulgaria,DE,Germany,Landscape architect / designer,2010,2010,Yes,Positive Automatic General System (no compensation measures imposed),+,1,Sectoral professions Annex V - automatic recognition,,,2162,Landscape architects
BG,Bulgaria,DE,Germany,Secondary school teacher,2011,2011,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
BG,Bulgaria,DE,Germany,Nursing Assistants and Health Care Assistants,2010,2010,Yes,Positive Automatic General System (no compensation measures imposed),+,1,Sectoral professions Annex V - automatic recognition,,,,
BG,Bulgaria,DE,Germany,Roofer / Roofing,2011,2011,Yes,Positive Automatic General System (no compensation measures imposed),+,1,Sectoral professions Annex V - automatic recognition,,,7121,Roofers
BG,Bulgaria,DE,Germany,Secondary school teacher,2012,2012,Yes,Positive Automatic General System (no compensation measures imposed),+,7,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
BG,Bulgaria,DE,Germany,Mason /Bricklayer,2010,2010,Yes,Positive Automatic General System (no compensation measures imposed),+,6,Sectoral professions Annex V - automatic recognition,,,7122,Floor layers and tile setters
BG,Bulgaria,DE,Germany,Doctor of Medicine,2017,2017,Yes,Positive Automatic General System (no compensation measures imposed),+,48,Sectoral professions Annex V - automatic recognition,Basic medical training (Article 24),,221,Medical doctors
BG,Bulgaria,DE,Germany,Nurse,2018,2018,Yes,Positive Automatic General System (no compensation measures imposed),+,18,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
BG,Bulgaria,DE,Germany,Physiotherapist,2008,2008,Yes,Positive Automatic General System (no compensation measures imposed),+,1,Sectoral professions Annex V - automatic recognition,,,2264,Physiotherapists 
BG,Bulgaria,DE,Germany,Secondary school teacher,2008,2008,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
BG,Bulgaria,DE,Germany,Secondary school teacher,2018,2018,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
BG,Bulgaria,DE,Germany,Child care worker,2018,2018,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,,,5311,Child care workers
BG,Bulgaria,DE,Germany,Dental Practitioner,2018,2018,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,Basic dental training (Article 34 of Directive 2005/36/EC),,2261,Dentists
BG,Bulgaria,DE,Germany,Masseur/Massage therapist/Spa therapist,2008,2008,Yes,Positive Automatic General System (no compensation measures imposed),+,1,Sectoral professions Annex V - automatic recognition,,,3255,Physiotherapy technicians and assistants
BG,Bulgaria,DE,Germany,Physiotherapist,2007,2007,Yes,Positive Automatic General System (no compensation measures imposed),+,2,Sectoral professions Annex V - automatic recognition,,,2264,Physiotherapists 
BG,Bulgaria,DE,Germany,Mason /Bricklayer,2009,2009,Yes,Positive Automatic General System (no compensation measures imposed),+,2,Sectoral professions Annex V - automatic recognition,,,7122,Floor layers and tile setters
BG,Bulgaria,DE,Germany,Car mechanic,2009,2009,Yes,Positive Automatic General System (no compensation measures imposed),+,1,Sectoral professions Annex V - automatic recognition,,,7231,Motor vehicle mechanics and repairers
BG,Bulgaria,DE,Germany,Secondary school teacher,2009,2009,Yes,Positive Automatic General System (no compensation measures imposed),+,2,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
BG,Bulgaria,DE,Germany,Pharmacist,2009,2009,Yes,Positive Automatic General System (no compensation measures imposed),+,1,Sectoral professions Annex V - automatic recognition,Pharmacist training (Article 44 of Directive 2005/36/EC),,2262,Pharmacists
BG,Bulgaria,DE,Germany,Engineer,2009,2009,Yes,Positive Automatic General System (no compensation measures imposed),+,2,Sectoral professions Annex V - automatic recognition,,,214,Engineering professionals (excluding electrotechnology)
BG,Bulgaria,DE,Germany,Dental Practitioner,2009,2009,Yes,Positive Automatic General System (no compensation measures imposed),+,1,Sectoral professions Annex V - automatic recognition,Basic dental training (Article 34 of Directive 2005/36/EC),,2261,Dentists
BG,Bulgaria,DE,Germany,Nurse,2008,2008,Yes,Positive Automatic General System (no compensation measures imposed),+,6,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
BG,Bulgaria,DE,Germany,Radiographer / Radiotherapist,2009,2009,Yes,Positive Automatic General System (no compensation measures imposed),+,1,Sectoral professions Annex V - automatic recognition,,,3211,Medical imaging and therapeutic equipment technicians
BG,Bulgaria,DE,Germany,Medical/Biomedical  laboratory technician,2009,2009,Yes,Positive Automatic General System (no compensation measures imposed),+,1,Sectoral professions Annex V - automatic recognition,,,3212,Medical and pathology laboratory technicians 
BG,Bulgaria,DE,Germany,Nursing Assistants and Health Care Assistants,2009,2009,Yes,Positive Automatic General System (no compensation measures imposed),+,1,Sectoral professions Annex V - automatic recognition,,,,
